top_blue,top_red,jung_blue,jung_red,mid_blue,mid_red,ad_blue,ad_red,support_blue,support_red,gold_difference,team_win,herald_difference,dragon_difference,turret_difference,kda_difference_top,kda_difference_jungle,kda_difference_mid,kda_difference_ad,kda_difference_sp,top_blue_lane,top_blue_role,top_red_lane,top_red_role,jung_blue_lane,jung_blue_role,jung_red_lane,jung_red_role,mid_blue_lane,mid_blue_role,mid_red_lane,mid_red_role,ad_blue_lane,ad_blue_role,ad_red_lane,ad_red_role,support_blue_lane,support_blue_role,support_red_lane,support_red_role
Vladimir,Nocturne,Graves,Sylas,Cassiopeia,Viktor,Jhin,Draven,Nautilus,Soraka,5742.0,blue,1,-2.0,-1.0,1.5,6.0,-0.5,11.0,9.8,top,Mage,jungle,Assassin,jungle,Marksman,top,Mage,top,Mage,mid,Mage,adc,Marksman,adc,Marksman,mid,Tank,support,Support
Teemo,Sett,Vi,Lee Sin,Ahri,Veigar,Draven,Jinx,Pyke,Ashe,3374.0,red,0,2.0,0.0,0.0,-3.0,0.0,3.0,1.53,top,Marksman,top,Fighter,jungle,Fighter,jungle,Fighter,mid,Mage,mid,Mage,adc,Marksman,adc,Marksman,support,Support,adc,Marksman
Gnar,Darius,Kha'Zix,Hecarim,Veigar,Irelia,Ezreal,Kog'Maw,Bard,Senna,-1791.0,red,-2,-1.0,0.0,-7.8,4.0,2.25,1.0,-4.0,top,Fighter,top,Fighter,jungle,Assassin,jungle,Fighter,mid,Mage,top,Fighter,adc,Marksman,adc,Marksman,support,Support,support,Marksman
Ornn,Gwen,Nidalee,Lee Sin,Lissandra,Irelia,Zeri,Jinx,Lulu,LeBlanc,-7819.0,red,0,2.0,1.0,-1.0,-3.5,-1.4,-5.0,-5.0,top,Tank,top,Fighter,jungle,Assassin,jungle,Fighter,mid,Mage,top,Fighter,adc,Marksman,adc,Marksman,support,Support,mid,Assassin
Yone,Jayce,Viego,Wukong,Vex,LeBlanc,Vayne,Twitch,Yuumi,Rakan,-7688.0,red,1,0.0,0.0,0.5,-3.0,-7.5,-2.0,-6.25,top,Assassin,top,Fighter,jungle,Assassin,top,Fighter,mid,Mage,mid,Assassin,top,Marksman,adc,Marksman,support,Support,support,Support
Sejuani,Malphite,Vi,Kha'Zix,Syndra,Ahri,Twitch,Vayne,Thresh,Lulu,-2116.0,red,-2,1.0,0.0,0.33000000000000007,-8.67,-3.0,-2.0,-2.0,jungle,Tank,top,Tank,jungle,Fighter,jungle,Assassin,mid,Mage,mid,Mage,adc,Marksman,top,Marksman,support,Support,support,Support
Jayce,Sion,Kha'Zix,Maokai,Sylas,Ahri,Zeri,Miss Fortune,Annie,Janna,880.0,red,2,-1.0,0.0,-1.33,0.6699999999999999,-1.33,1.25,1.53,top,Fighter,top,Tank,jungle,Assassin,top,Tank,top,Mage,mid,Mage,adc,Marksman,adc,Marksman,mid,Mage,support,Support
Fiora,Gangplank,Gragas,Kindred,Zoe,Ahri,Jhin,Ezreal,Brand,Thresh,-1083.0,red,-1,1.0,0.0,-1.67,0.5,-1.33,3.5,-4.0,top,Fighter,top,Fighter,top,Fighter,jungle,Marksman,mid,Mage,mid,Mage,adc,Marksman,adc,Marksman,support,Mage,support,Support
Tryndamere,Jax,Zac,Rengar,Shyvana,Malzahar,Zeri,Jinx,Lulu,Rakan,4305.0,red,0,1.0,0.0,1.0,-0.33000000000000007,-1.0,2.25,10.5,top,Fighter,top,Fighter,top,Tank,top,Assassin,jungle,Fighter,mid,Mage,adc,Marksman,adc,Marksman,support,Support,support,Support
Camille,Malphite,Lee Sin,Ekko,Xerath,Irelia,Kai'Sa,Jinx,Swain,Zilean,-3447.0,red,-2,0.0,0.0,-2.0,1.5,3.67,-0.16999999999999993,-4.33,top,Fighter,top,Tank,jungle,Fighter,jungle,Assassin,mid,Mage,top,Fighter,adc,Marksman,adc,Marksman,top,Mage,mid,Support
Tryndamere,Jax,Kayn,Maokai,Fizz,Irelia,Jinx,Karthus,Thresh,Yuumi,407.0,red,0,0.0,0.0,-0.32999999999999996,-2.0,-1.33,0.5,1.5,top,Fighter,top,Fighter,top,Fighter,top,Tank,mid,Assassin,top,Fighter,adc,Marksman,jungle,Mage,support,Support,support,Support
Malphite,K'Sante,Jarvan IV,Shaco,Kassadin,Gragas,Ezreal,Jinx,Ashe,Senna,-3536.0,red,0,0.0,1.0,-3.0,-3.67,-2.0,-0.5,-0.25,top,Tank,top,Tank,jungle,Tank,jungle,Assassin,mid,Assassin,top,Fighter,adc,Marksman,adc,Marksman,adc,Marksman,support,Marksman
K'Sante,Garen,Zed,Ekko,Vex,Irelia,Jinx,Caitlyn,Lulu,Thresh,-413.0,red,0,0.0,0.0,-0.5,-3.5,0.0,1.0,0.0,top,Tank,top,Fighter,top,Assassin,jungle,Assassin,mid,Mage,top,Fighter,adc,Marksman,adc,Marksman,support,Support,support,Support
Kayle,Jayce,Sylas,Viego,Lissandra,Yasuo,Jinx,Samira,Milio,Nautilus,1561.0,blue,-1,2.0,-1.0,-3.5,0.16999999999999993,-0.13000000000000012,10.8,10.33,top,Fighter,top,Fighter,top,Mage,jungle,Assassin,mid,Mage,top,Fighter,adc,Marksman,adc,Marksman,support,Support,mid,Tank
Irelia,Darius,Hecarim,Sylas,Katarina,Syndra,Zeri,Jinx,Zilean,Bard,-4341.0,red,0,-1.0,1.0,-5.83,-2.0,-4.33,1.5,3.5,top,Fighter,top,Fighter,jungle,Fighter,top,Mage,mid,Assassin,mid,Mage,adc,Marksman,adc,Marksman,mid,Support,support,Support
Pantheon,Jayce,Kha'Zix,Viego,Lucian,Veigar,Jax,Varus,Sejuani,Janna,4297.0,blue,2,-2.0,-1.0,1.17,3.0,4.0,4.0,-3.33,top,Fighter,top,Fighter,jungle,Assassin,jungle,Assassin,adc,Marksman,mid,Mage,top,Fighter,mid,Marksman,jungle,Tank,support,Support
Jax,Jayce,Shaco,Sejuani,Cassiopeia,Lissandra,Sivir,Jinx,Nami,Milio,9380.0,blue,1,-2.0,-1.0,2.83,2.75,1.0,10.0,9.0,top,Fighter,top,Fighter,jungle,Assassin,jungle,Tank,top,Mage,mid,Mage,adc,Marksman,adc,Marksman,support,Support,support,Support
Riven,Zed,Kha'Zix,Viego,Orianna,Vladimir,Zeri,Xayah,Rakan,Nautilus,725.0,blue,2,1.0,0.0,0.83,-2.0,-5.0,0.5,-1.8399999999999999,top,Fighter,top,Assassin,jungle,Assassin,jungle,Assassin,mid,Mage,top,Mage,adc,Marksman,adc,Marksman,support,Support,mid,Tank
Rumble,Illaoi,Nocturne,Elise,Zed,Lissandra,Ezreal,Kai'Sa,Karma,Xerath,1053.0,blue,2,-1.0,0.0,-0.32999999999999996,2.0,3.5,0.0,0.8300000000000001,top,Fighter,top,Fighter,jungle,Assassin,jungle,Mage,top,Assassin,mid,Mage,adc,Marksman,adc,Marksman,support,Mage,mid,Mage
Jax,Jayce,Graves,Jarvan IV,Ahri,Ziggs,Draven,Varus,Amumu,Braum,204.0,blue,2,-1.0,0.0,2.33,4.0,7.0,-5.67,-11.67,top,Fighter,top,Fighter,jungle,Marksman,jungle,Tank,mid,Mage,mid,Mage,adc,Marksman,mid,Marksman,jungle,Tank,support,Support
Yone,Malphite,Nautilus,Shaco,Akali,Kai'Sa,Zeri,Twitch,Lee Sin,Pyke,-1152.0,blue,2,-1.0,0.0,-1.5,0.0,1.25,-1.8699999999999999,-1.0,top,Assassin,top,Tank,mid,Tank,jungle,Assassin,top,Assassin,adc,Marksman,adc,Marksman,adc,Marksman,jungle,Fighter,support,Support
Quinn,Gangplank,Kha'Zix,Bel'Veth,Ahri,Ekko,Ezreal,Jinx,Braum,Zilean,-8576.0,red,-2,0.0,1.0,-8.0,-2.0,3.0,-1.5,-4.5,top,Marksman,top,Fighter,jungle,Assassin,jungle,Fighter,mid,Mage,jungle,Assassin,adc,Marksman,adc,Marksman,support,Support,mid,Support
Gnar,Nasus,Kindred,Viego,Lissandra,Quinn,Kai'Sa,Ezreal,Senna,Lux,-616.0,red,0,2.0,-1.0,-3.75,-2.0,1.25,-1.0,-1.0,top,Fighter,top,Fighter,jungle,Marksman,jungle,Assassin,mid,Mage,top,Marksman,adc,Marksman,adc,Marksman,support,Marksman,mid,Mage
Yasuo,Quinn,Udyr,Rengar,Gwen,Lux,Twitch,Zeri,Senna,Rakan,-206.0,red,2,0.0,-1.0,-1.67,2.0,1.0,2.17,-3.44,top,Fighter,top,Marksman,top,Fighter,top,Assassin,top,Fighter,mid,Mage,adc,Marksman,adc,Marksman,support,Marksman,support,Support
Ornn,Mordekaiser,Jarvan IV,Graves,Vladimir,Ryze,Kai'Sa,Kog'Maw,Ashe,Lulu,-3337.0,red,-2,2.0,0.0,-1.0,-7.0,-4.0,0.0,-2.25,top,Tank,top,Fighter,jungle,Tank,jungle,Marksman,top,Mage,mid,Mage,adc,Marksman,adc,Marksman,adc,Marksman,support,Support
Poppy,Gragas,Kha'Zix,Kindred,Katarina,Rumble,Kai'Sa,Jinx,Nautilus,Braum,8127.0,blue,2,-1.0,-1.0,3.0,10.25,2.5,2.5,1.0,top,Tank,top,Fighter,jungle,Assassin,jungle,Marksman,mid,Assassin,top,Fighter,adc,Marksman,adc,Marksman,mid,Tank,support,Support
Irelia,Darius,Lee Sin,Sylas,Ahri,Rumble,Jinx,Ezreal,Lulu,Ashe,-1379.0,red,-2,-1.0,0.0,-0.47,-0.95,-2.67,1.25,-0.5,top,Fighter,top,Fighter,jungle,Fighter,top,Mage,mid,Mage,top,Fighter,adc,Marksman,adc,Marksman,support,Support,adc,Marksman
Camille,Gwen,Rammus,Kayn,Syndra,Cassiopeia,Twitch,Samira,Milio,Blitzcrank,-344.0,blue,2,1.0,-1.0,5.67,0.0,-1.17,-4.0,-7.0,top,Fighter,top,Fighter,jungle,Tank,top,Fighter,mid,Mage,top,Mage,adc,Marksman,adc,Marksman,support,Support,support,Tank
K'Sante,Sion,Nidalee,Jarvan IV,Pantheon,Malzahar,Jhin,Kai'Sa,Thresh,Rakan,1746.0,blue,-2,-1.0,0.0,0.0,4.0,1.17,7.67,3.75,top,Tank,top,Tank,jungle,Assassin,jungle,Tank,top,Fighter,mid,Mage,adc,Marksman,adc,Marksman,support,Support,support,Support
Tryndamere,Irelia,Sylas,Gragas,Akshan,Ahri,Zeri,Ezreal,Yuumi,Senna,84.0,blue,2,1.0,-1.0,3.0,1.0,1.0,-7.4,-2.5,top,Fighter,top,Fighter,top,Mage,top,Fighter,top,Marksman,mid,Mage,adc,Marksman,adc,Marksman,support,Support,support,Marksman
Maokai,Graves,Viego,Fiddlesticks,Twisted Fate,Katarina,Jinx,Ezreal,Rakan,Karma,488.0,blue,-1,-2.0,0.0,1.5,-4.0,1.0,0.75,0.33000000000000007,top,Tank,jungle,Marksman,jungle,Assassin,jungle,Mage,mid,Mage,mid,Assassin,adc,Marksman,adc,Marksman,support,Support,support,Mage
Riven,Cho'Gath,Graves,Wukong,Zoe,Morgana,Samira,Xayah,Leona,Xerath,8033.0,blue,0,0.0,-2.0,5.0,7.5,1.5,-1.0,-0.16999999999999993,top,Fighter,top,Tank,jungle,Marksman,top,Fighter,mid,Mage,support,Mage,adc,Marksman,adc,Marksman,support,Tank,mid,Mage
Shen,Ornn,Zac,Xin Zhao,Viktor,Ahri,Vayne,Jinx,Lulu,Renata Glasc,-639.0,blue,0,-1.0,0.0,-2.33,2.0,2.67,-0.33000000000000007,1.0,top,Tank,top,Tank,top,Tank,jungle,Fighter,mid,Mage,mid,Mage,top,Marksman,adc,Marksman,support,Support,support,Support
Poppy,Olaf,Nunu & Willump,Master Yi,Ryze,Katarina,Kalista,Jinx,Thresh,Milio,-2281.0,red,2,0.0,0.0,5.0,-1.0,-1.58,-4.5,-4.67,top,Tank,top,Fighter,jungle,Tank,jungle,Assassin,mid,Mage,mid,Assassin,adc,Marksman,adc,Marksman,support,Support,support,Support
Mordekaiser,Sett,Kha'Zix,Gragas,Zed,Ahri,Jhin,Ezreal,Thresh,Blitzcrank,3394.0,blue,2,-1.0,0.0,0.83,7.33,6.67,2.2,2.0,top,Fighter,top,Fighter,jungle,Assassin,top,Fighter,top,Assassin,mid,Mage,adc,Marksman,adc,Marksman,support,Support,support,Tank
Riven,Fiora,Lee Sin,Rakan,Azir,Akali,Jinx,Xayah,Lulu,Poppy,-4016.0,red,-2,-1.0,1.0,-2.0,-2.0,-1.0,2.3,0.0,top,Fighter,top,Fighter,jungle,Fighter,support,Support,mid,Mage,top,Assassin,adc,Marksman,adc,Marksman,support,Support,top,Tank
Shen,Poppy,Zac,Master Yi,Orianna,Annie,Twitch,Kog'Maw,Lulu,Milio,-1470.0,blue,0,1.0,1.0,0.0,1.0,3.0,1.0,-1.33,top,Tank,top,Tank,top,Tank,jungle,Assassin,mid,Mage,mid,Mage,adc,Marksman,adc,Marksman,support,Support,support,Support
Poppy,Singed,Viego,Kha'Zix,Mordekaiser,Irelia,Jinx,Ezreal,Renata Glasc,Zilean,-6793.0,red,-2,2.0,1.0,1.0,-6.33,-7.67,-5.0,-8.33,top,Tank,top,Tank,jungle,Assassin,jungle,Assassin,top,Fighter,top,Fighter,adc,Marksman,adc,Marksman,support,Support,mid,Support
Gragas,K'Sante,Nidalee,Viego,Akshan,Singed,Aphelios,Jinx,Thresh,Nautilus,2561.0,blue,0,1.0,0.0,0.5,4.5,-1.33,1.17,1.9300000000000002,top,Fighter,top,Tank,jungle,Assassin,jungle,Assassin,top,Marksman,top,Tank,adc,Marksman,adc,Marksman,support,Support,mid,Tank
Kayle,Malphite,Rek'Sai,Hecarim,Azir,LeBlanc,Zeri,Jhin,Lulu,Yuumi,-5151.0,red,0,1.0,0.0,-3.0,3.5,-0.27,-5.67,-4.0,top,Fighter,top,Tank,jungle,Fighter,jungle,Fighter,mid,Mage,mid,Assassin,adc,Marksman,adc,Marksman,support,Support,support,Support
Maokai,Nasus,Fiddlesticks,Nidalee,Pantheon,Twisted Fate,Ezreal,Zeri,Zyra,Yuumi,-1067.0,red,-1,-1.0,0.0,0.33000000000000007,4.0,1.0,0.8300000000000001,-3.33,top,Tank,top,Fighter,jungle,Mage,jungle,Assassin,top,Fighter,mid,Mage,adc,Marksman,adc,Marksman,support,Mage,support,Support
Kled,Kennen,Bel'Veth,Ivern,Orianna,Tristana,Xayah,Samira,Rakan,Maokai,3635.0,red,2,1.0,-1.0,-0.5,-0.33000000000000007,5.25,2.17,-6.0,top,Fighter,top,Mage,jungle,Fighter,jungle,Support,mid,Mage,mid,Marksman,adc,Marksman,adc,Marksman,support,Support,top,Tank
Sion,Camille,Nunu & Willump,Karthus,Kassadin,Jayce,Lux,Jinx,Caitlyn,Nami,4334.0,blue,0,0.0,-2.0,-2.0,-5.0,-0.16999999999999993,3.0,4.0,top,Tank,top,Fighter,jungle,Tank,jungle,Mage,mid,Assassin,top,Fighter,mid,Mage,adc,Marksman,adc,Marksman,support,Support
Darius,Irelia,Jarvan IV,Maokai,Viktor,Lissandra,Ezreal,Kai'Sa,Poppy,Thresh,-4293.0,red,0,-1.0,0.0,0.6,-5.33,-5.0,-2.0,-3.0,top,Fighter,top,Fighter,jungle,Tank,top,Tank,mid,Mage,mid,Mage,adc,Marksman,adc,Marksman,top,Tank,support,Support
Poppy,Malphite,Samira,Lee Sin,Aurelion Sol,Warwick,Kled,Nilah,Zac,Sejuani,-12971.0,red,1,0.0,1.0,-3.33,-2.79,-8.0,-3.2,-4.5,top,Tank,top,Tank,adc,Marksman,jungle,Fighter,mid,Mage,top,Fighter,top,Fighter,adc,Fighter,top,Tank,jungle,Tank
Jax,Kayle,Syndra,Lee Sin,Yorick,Aurelion Sol,Jhin,Ezreal,Karma,Yuumi,5141.0,blue,2,-1.0,-1.0,-1.0,6.5,-1.0,3.67,7.0,top,Fighter,top,Fighter,mid,Mage,jungle,Fighter,top,Fighter,mid,Mage,adc,Marksman,adc,Marksman,support,Mage,support,Support
K'Sante,Kled,Elise,Lee Sin,Aurelion Sol,Veigar,Jhin,Kai'Sa,Blitzcrank,Janna,-523.0,red,-1,1.0,0.0,-2.67,6.33,0.33000000000000007,-0.5800000000000001,3.0,top,Tank,top,Fighter,jungle,Mage,jungle,Fighter,mid,Mage,mid,Mage,adc,Marksman,adc,Marksman,support,Tank,support,Support
Trundle,Yasuo,Singed,Gwen,Twisted Fate,Senna,Tristana,Caitlyn,Fiora,Xin Zhao,-2335.0,red,-2,1.0,0.0,-0.8,1.0000000000000002,-0.6699999999999999,1.67,-1.5,top,Fighter,top,Fighter,top,Tank,top,Fighter,mid,Mage,support,Marksman,mid,Marksman,adc,Marksman,top,Fighter,jungle,Fighter
Poppy,Jayce,Lee Sin,Nidalee,Annie,Akshan,Jinx,Xayah,Nautilus,Milio,-2664.0,blue,0,1.0,1.0,-1.0,-5.67,-3.0,-6.75,-1.33,top,Tank,top,Fighter,jungle,Fighter,jungle,Assassin,mid,Mage,top,Marksman,adc,Marksman,adc,Marksman,mid,Tank,support,Support
Shen,Mordekaiser,Kindred,Evelynn,Lux,Ahri,Jinx,Kai'Sa,Lissandra,Thresh,7287.0,blue,1,-1.0,-1.0,4.25,3.17,-2.67,2.0,5.0,top,Tank,top,Fighter,jungle,Marksman,jungle,Assassin,mid,Mage,mid,Mage,adc,Marksman,adc,Marksman,mid,Mage,support,Support
Fiora,LeBlanc,Pantheon,Graves,Talon,Fizz,Zeri,Kai'Sa,Lulu,Milio,-2350.0,red,0,-1.0,0.0,-3.4,-0.5,2.0,1.0,0.0,top,Fighter,mid,Assassin,top,Fighter,jungle,Marksman,jungle,Assassin,mid,Assassin,adc,Marksman,adc,Marksman,support,Support,support,Support
Jax,Karma,Kayn,Talon,Ahri,Viktor,Ezreal,Aphelios,Senna,Yuumi,1197.0,blue,2,0.0,1.0,6.0,6.8,5.8,-2.75,-5.67,top,Fighter,support,Mage,top,Fighter,jungle,Assassin,mid,Mage,mid,Mage,adc,Marksman,adc,Marksman,support,Marksman,support,Support
Malphite,Anivia,Lillia,Jax,Qiyana,Sion,Tristana,Twitch,Bard,Seraphine,310.0,blue,-2,-1.0,1.0,-1.67,1.33,2.0,6.0,10.67,top,Tank,mid,Mage,jungle,Fighter,top,Fighter,mid,Assassin,top,Tank,mid,Marksman,adc,Marksman,support,Support,adc,Mage
Irelia,Illaoi,Warwick,Shyvana,Malzahar,Corki,Ezreal,Caitlyn,Zilean,Thresh,4413.0,blue,-1,-2.0,-1.0,5.0,-2.0,-0.19999999999999996,3.93,5.33,top,Fighter,top,Fighter,top,Fighter,jungle,Fighter,mid,Mage,mid,Marksman,adc,Marksman,adc,Marksman,mid,Support,support,Support
Gnar,K'Sante,Gragas,Graves,Ahri,Gangplank,Ezreal,Jinx,Karma,Galio,5390.0,blue,2,1.0,-2.0,1.25,7.25,11.67,-1.0,-3.0,top,Fighter,top,Tank,top,Fighter,jungle,Marksman,mid,Mage,top,Fighter,adc,Marksman,adc,Marksman,support,Mage,mid,Tank
Tryndamere,Fiora,Fiddlesticks,Rek'Sai,Galio,Cassiopeia,Zeri,Samira,Milio,Pyke,-6889.0,red,0,2.0,2.0,-4.6,-4.0,6.67,-3.66,-3.0,top,Fighter,top,Fighter,jungle,Mage,jungle,Fighter,mid,Tank,top,Mage,adc,Marksman,adc,Marksman,support,Support,support,Support
Gnar,Jayce,Kayn,Master Yi,Gragas,Galio,Kog'Maw,Ziggs,Lulu,Pantheon,-2918.0,red,0,0.0,2.0,-1.4,0.16999999999999993,4.0,0.0,-1.0,top,Fighter,top,Fighter,top,Fighter,jungle,Assassin,top,Fighter,mid,Tank,adc,Marksman,mid,Mage,support,Support,top,Fighter
Irelia,Singed,Poppy,Wukong,Ahri,Viktor,Ashe,Vayne,Yuumi,Soraka,-1083.0,red,-1,2.0,0.0,3.0,-3.0,-3.0,-2.0,0.5,top,Fighter,top,Tank,top,Tank,top,Fighter,mid,Mage,mid,Mage,adc,Marksman,top,Marksman,support,Support,support,Support
Jax,Garen,Elise,Viego,Irelia,Lissandra,Zeri,Jinx,Lulu,Yuumi,11197.0,blue,1,-1.0,-3.0,3.6,11.25,3.0,4.83,13.2,top,Fighter,top,Fighter,jungle,Mage,jungle,Assassin,top,Fighter,mid,Mage,adc,Marksman,adc,Marksman,support,Support,support,Support
Shen,Aphelios,LeBlanc,Maokai,Viego,Kled,Vayne,Aurelion Sol,Lulu,Thresh,-317.0,red,0,1.0,1.0,5.0,-4.1,3.0,-2.0,0.33999999999999986,top,Tank,adc,Marksman,mid,Assassin,top,Tank,jungle,Assassin,top,Fighter,top,Marksman,mid,Mage,support,Support,support,Support
Irelia,Yasuo,Kayn,Amumu,Malzahar,Katarina,Jinx,Kog'Maw,Xerath,Lulu,2085.0,red,0,1.0,-1.0,-0.37,0.75,-0.75,1.75,-2.5,top,Fighter,top,Fighter,top,Fighter,jungle,Tank,mid,Mage,mid,Assassin,adc,Marksman,adc,Marksman,mid,Mage,support,Support
Yone,Renekton,Kayn,Kha'Zix,Vladimir,Ahri,Caitlyn,Tristana,Milio,Nautilus,3346.0,blue,-1,-2.0,0.0,10.33,5.25,0.0,-1.83,2.0,top,Assassin,top,Fighter,top,Fighter,jungle,Assassin,top,Mage,mid,Mage,adc,Marksman,mid,Marksman,support,Support,mid,Tank
Brand,Jayce,Kayn,Kha'Zix,Zed,Viktor,Zeri,Jinx,Yuumi,Blitzcrank,-3434.0,red,-2,2.0,2.0,3.33,0.13000000000000012,-1.83,0.0,-1.5,support,Mage,top,Fighter,top,Fighter,jungle,Assassin,top,Assassin,mid,Mage,adc,Marksman,adc,Marksman,support,Support,support,Tank
Vladimir,Renekton,Zac,Warwick,Aurelion Sol,Cassiopeia,Tristana,Twitch,Tahm Kench,Rell,659.0,blue,0,-1.0,0.0,2.5,3.0,1.0,-3.5,-2.0,top,Mage,top,Fighter,top,Tank,top,Fighter,mid,Mage,top,Mage,mid,Marksman,adc,Marksman,top,Support,support,Tank
Kennen,Akali,Viego,Graves,Rumble,Zed,Ashe,Caitlyn,Thresh,Milio,5522.0,blue,2,0.0,0.0,0.0,5.0,5.5,4.25,8.5,top,Mage,top,Assassin,jungle,Assassin,jungle,Marksman,top,Fighter,top,Assassin,adc,Marksman,adc,Marksman,support,Support,support,Support
Riven,Jax,Rengar,Udyr,Zoe,Singed,Xayah,Twitch,Milio,Rakan,2047.0,red,0,-1.0,0.0,2.5,0.0,5.67,0.16999999999999993,-5.0,top,Fighter,top,Fighter,top,Assassin,top,Fighter,mid,Mage,top,Tank,adc,Marksman,adc,Marksman,support,Support,support,Support
Rumble,Sion,Shaco,Lillia,Jinx,Fizz,Thresh,Kai'Sa,Ahri,Kog'Maw,-4629.0,blue,-2,-1.0,1.0,-1.5,2.0,-0.5,1.33,1.0,top,Fighter,top,Tank,jungle,Assassin,jungle,Fighter,adc,Marksman,mid,Assassin,support,Support,adc,Marksman,mid,Mage,adc,Marksman
Irelia,Fiora,Nidalee,Lillia,Zed,Lissandra,Ezreal,Kai'Sa,Rakan,Thresh,4127.0,red,2,0.0,-1.0,1.5,3.5,-1.0,0.0,-3.0,top,Fighter,top,Fighter,jungle,Assassin,jungle,Fighter,top,Assassin,mid,Mage,adc,Marksman,adc,Marksman,support,Support,support,Support
Malphite,Darius,Wukong,Ekko,Ahri,Katarina,Caitlyn,Ezreal,Lux,Thresh,-7106.0,red,-1,2.0,1.0,-5.4,-3.25,-3.83,-2.0,-3.5,top,Tank,top,Fighter,top,Fighter,jungle,Assassin,mid,Mage,mid,Assassin,adc,Marksman,adc,Marksman,mid,Mage,support,Support
Darius,Volibear,Graves,Gangplank,Malzahar,Ziggs,Jinx,Draven,Veigar,Morgana,523.0,red,0,-1.0,0.0,1.0,5.0,-3.5,-0.33000000000000007,0.9199999999999999,top,Fighter,top,Fighter,jungle,Marksman,top,Fighter,mid,Mage,mid,Mage,adc,Marksman,adc,Marksman,mid,Mage,support,Mage
Pantheon,Poppy,Gragas,Vi,Zed,Sylas,Varus,Jinx,Heimerdinger,Thresh,7406.0,blue,0,1.0,-2.0,0.33000000000000007,7.33,0.5,7.67,3.2,top,Fighter,top,Tank,top,Fighter,jungle,Fighter,top,Assassin,top,Mage,mid,Marksman,adc,Marksman,support,Mage,support,Support
LeBlanc,Camille,Evelynn,Viego,Yone,Sylas,Jinx,Zeri,Soraka,Nautilus,3744.0,blue,0,0.0,0.0,3.6,5.5,2.75,0.0,5.5,mid,Assassin,top,Fighter,jungle,Assassin,jungle,Assassin,top,Assassin,top,Mage,adc,Marksman,adc,Marksman,support,Support,mid,Tank
Cho'Gath,Nami,Sejuani,Lillia,Zoe,Ahri,Ezreal,Garen,Karma,Lucian,-64.0,red,0,1.0,0.0,-1.0,-4.0,0.0,0.75,7.0,top,Tank,support,Support,jungle,Tank,jungle,Fighter,mid,Mage,mid,Mage,adc,Marksman,top,Fighter,support,Mage,adc,Marksman
Fiora,Irelia,Lee Sin,Shaco,Diana,Xerath,Jinx,Lucian,Lux,Blitzcrank,-6403.0,red,-2,1.0,2.0,-1.5,-6.0,-0.16999999999999993,-1.0,-5.6,top,Fighter,top,Fighter,jungle,Fighter,jungle,Assassin,jungle,Fighter,mid,Mage,adc,Marksman,adc,Marksman,mid,Mage,support,Tank
Sion,Darius,Poppy,Gragas,Zed,Cassiopeia,Sivir,Ezreal,Blitzcrank,Karma,-5754.0,red,0,1.0,0.0,-1.5,-3.7,0.5,-1.83,-0.25,top,Tank,top,Fighter,top,Tank,top,Fighter,top,Assassin,top,Mage,adc,Marksman,adc,Marksman,support,Tank,support,Mage
Rumble,Yasuo,Ekko,Nocturne,Viktor,Aurelion Sol,Jhin,Jinx,Milio,Sona,4680.0,blue,0,-1.0,-1.0,6.0,1.33,1.0,3.33,1.0,top,Fighter,top,Fighter,jungle,Assassin,jungle,Assassin,mid,Mage,mid,Mage,adc,Marksman,adc,Marksman,support,Support,support,Support
Aatrox,Akshan,Kayn,Viego,Neeko,Sylas,Pantheon,Karthus,Miss Fortune,Ashe,-2811.0,red,-2,1.0,0.0,-4.0,-2.67,3.33,-0.6699999999999999,-1.08,top,Fighter,top,Marksman,top,Fighter,jungle,Assassin,jungle,Mage,top,Mage,top,Fighter,jungle,Mage,adc,Marksman,adc,Marksman
Lulu,Darius,Kayn,Shaco,Syndra,Cassiopeia,Jinx,Varus,Malphite,Tahm Kench,11415.0,blue,1,-2.0,-1.0,4.0,11.5,7.6,3.75,0.0,support,Support,top,Fighter,top,Fighter,jungle,Assassin,mid,Mage,top,Mage,adc,Marksman,mid,Marksman,top,Tank,top,Support
Aatrox,Nasus,Zed,Shaco,Lissandra,Yasuo,Ashe,Jinx,Thresh,Janna,820.0,red,1,1.0,0.0,-1.5,-2.25,1.0,0.5,-1.67,top,Fighter,top,Fighter,top,Assassin,jungle,Assassin,mid,Mage,top,Fighter,adc,Marksman,adc,Marksman,support,Support,support,Support
Fiora,Gragas,Rengar,Vi,Aurelion Sol,Vladimir,Vayne,Jhin,Nami,Bard,-1052.0,red,1,0.0,0.0,-1.0,-2.25,0.5,-3.0,-5.0,top,Fighter,top,Fighter,top,Assassin,jungle,Fighter,mid,Mage,top,Mage,top,Marksman,adc,Marksman,support,Support,support,Support
Riven,Poppy,Kha'Zix,Shaco,Sylas,Viktor,Samira,Jinx,Nautilus,Karma,1639.0,blue,0,1.0,0.0,-3.75,2.33,6.0,0.0,-0.5,top,Fighter,top,Tank,jungle,Assassin,jungle,Assassin,top,Mage,mid,Mage,adc,Marksman,adc,Marksman,mid,Tank,support,Mage
